pdbid,labels,predictions
7cin_B,0,0.846
7cin_B,1,0.0
7cin_B,2,0.0
7cin_B,3,0.0
7cin_B,4,0.0
7cin_B,5,0.0
7cin_B,6,0.0
7cin_B,7,0.582
7cin_B,8,0.5
7cin_B,9,0.721
7bot_A,0,0.0
7bot_A,1,0.0
7bot_A,2,0.0
7bot_A,3,0.0
7bot_A,4,0.0
7bot_A,5,0.0
7bot_A,6,0.0
7bot_A,7,0.0
7bot_A,8,0.0
7bot_A,9,1.0
7cj5_A,0,0.0
7cj5_A,1,0.633
7cj5_A,2,0.0
7cj5_A,3,0.0
7cj5_A,4,0.75
7cj5_A,5,0.815
7cj5_A,6,0.985
7cj5_A,7,0.747
7cj5_A,8,0.717
7cj5_A,9,0.866
7bph_A,0,0.0
7bph_A,1,0.0
7bph_A,2,0.0
7bph_A,3,0.0
7bph_A,4,0.0
7bph_A,5,0.992
7bph_A,6,0.0
7bph_A,7,0.0
7bph_A,8,0.0
7bph_A,9,0.0
7cj8_D,0,0.0
7cj8_D,1,0.628
7cj8_D,2,0.0
7cj8_D,3,0.0
7cj8_D,4,0.753
7cj8_D,5,0.826
7cj8_D,6,0.985
7cj8_D,7,0.724
7cj8_D,8,0.708
7cj8_D,9,0.854
7br4_A,0,0.0
7br4_A,1,0.577
7br4_A,2,0.0
7br4_A,3,0.689
7br4_A,4,0.894
7br4_A,5,0.769
7br4_A,6,0.908
7br4_A,7,0.0
7br4_A,8,0.0
7br4_A,9,0.836
7cj9_B,0,0.0
7cj9_B,1,0.634
7cj9_B,2,0.0
7cj9_B,3,0.0
7cj9_B,4,0.756
7cj9_B,5,0.822
7cj9_B,6,0.985
7cj9_B,7,0.734
7cj9_B,8,0.711
7cj9_B,9,0.867
7bsj_A,0,0.596
7bsj_A,1,0.0
7bsj_A,2,0.0
7bsj_A,3,0.0
7bsj_A,4,0.0
7bsj_A,5,0.971
7bsj_A,6,0.941
7bsj_A,7,0.598
7bsj_A,8,0.582
7bsj_A,9,0.0
7cj9_C,0,0.0
7cj9_C,1,0.632
7cj9_C,2,0.0
7cj9_C,3,0.0
7cj9_C,4,0.756
7cj9_C,5,0.823
7cj9_C,6,0.985
7cj9_C,7,0.725
7cj9_C,8,0.708
7cj9_C,9,0.859
7bu2_A,0,0.0
7bu2_A,1,0.0
7bu2_A,2,0.0
7bu2_A,3,0.0
7bu2_A,4,0.0
7bu2_A,5,0.555
7bu2_A,6,0.0
7bu2_A,7,0.0
7bu2_A,8,0.0
7bu2_A,9,1.0
7cj9_H,0,0.0
7cj9_H,1,0.631
7cj9_H,2,0.0
7cj9_H,3,0.0
7cj9_H,4,0.75
7cj9_H,5,0.819
7cj9_H,6,0.985
7cj9_H,7,0.723
7cj9_H,8,0.707
7cj9_H,9,0.86
7bu2_B,0,0.0
7bu2_B,1,0.0
7bu2_B,2,0.0
7bu2_B,3,0.0
7bu2_B,4,0.0
7bu2_B,5,0.563
7bu2_B,6,0.0
7bu2_B,7,0.0
7bu2_B,8,0.0
7bu2_B,9,1.0
7cje_C,0,0.703
7cje_C,1,0.0
7cje_C,2,0.0
7cje_C,3,0.0
7cje_C,4,0.0
7cje_C,5,0.0
7cje_C,6,0.639
7cje_C,7,0.0
7cje_C,8,0.0
7cje_C,9,1.0
7cje_C,0,0.703
7cje_C,1,0.0
7cje_C,2,0.0
7cje_C,3,0.0
7cje_C,4,0.0
7cje_C,5,0.0
7cje_C,6,0.639
7cje_C,7,0.0
7cje_C,8,0.0
7cje_C,9,1.0
7bui_A,0,0.0
7bui_A,1,0.0
7bui_A,2,0.0
7bui_A,3,0.882
7bui_A,4,0.965
7bui_A,5,0.0
7bui_A,6,0.843
7bui_A,7,0.0
7bui_A,8,0.0
7bui_A,9,0.775
7cjg_B,0,0.976
7cjg_B,1,0.0
7cjg_B,2,0.0
7cjg_B,3,0.0
7cjg_B,4,0.0
7cjg_B,5,0.0
7cjg_B,6,0.0
7cjg_B,7,0.0
7cjg_B,8,0.0
7cjg_B,9,1.0
7cjg_B,0,0.976
7cjg_B,1,0.0
7cjg_B,2,0.0
7cjg_B,3,0.0
7cjg_B,4,0.0
7cjg_B,5,0.0
7cjg_B,6,0.0
7cjg_B,7,0.0
7cjg_B,8,0.0
7cjg_B,9,1.0
7buk_A,0,0.997
7buk_A,1,0.0
7buk_A,2,0.0
7buk_A,3,0.0
7buk_A,4,0.0
7buk_A,5,0.0
7buk_A,6,0.0
7buk_A,7,0.0
7buk_A,8,0.0
7buk_A,9,1.0
7buk_A,0,0.997
7buk_A,1,0.0
7buk_A,2,0.0
7buk_A,3,0.0
7buk_A,4,0.0
7buk_A,5,0.0
7buk_A,6,0.0
7buk_A,7,0.0
7buk_A,8,0.0
7buk_A,9,1.0
7ck2_A,0,0.83
7ck2_A,1,0.0
7ck2_A,2,0.0
7ck2_A,3,0.0
7ck2_A,4,0.0
7ck2_A,5,0.974
7ck2_A,6,0.968
7ck2_A,7,0.0
7ck2_A,8,0.0
7ck2_A,9,0.0
7bvr_A,0,0.0
7bvr_A,1,0.0
7bvr_A,2,0.0
7bvr_A,3,0.0
7bvr_A,4,0.0
7bvr_A,5,0.981
7bvr_A,6,0.963
7bvr_A,7,0.0
7bvr_A,8,0.0
7bvr_A,9,0.95
7ck2_B,0,0.832
7ck2_B,1,0.0
7ck2_B,2,0.0
7ck2_B,3,0.0
7ck2_B,4,0.0
7ck2_B,5,0.974
7ck2_B,6,0.966
7ck2_B,7,0.0
7ck2_B,8,0.0
7ck2_B,9,0.0
7bvs_A,0,0.646
7bvs_A,1,0.566
7bvs_A,2,0.0
7bvs_A,3,0.0
7bvs_A,4,0.0
7bvs_A,5,0.898
7bvs_A,6,0.98
7bvs_A,7,0.0
7bvs_A,8,0.0
7bvs_A,9,0.981
7ck8_A,0,0.89
7ck8_A,1,0.644
7ck8_A,2,0.0
7ck8_A,3,0.736
7ck8_A,4,0.979
7ck8_A,5,0.788
7ck8_A,6,0.77
7ck8_A,7,0.0
7ck8_A,8,0.0
7ck8_A,9,0.528
7bvu_A,0,0.0
7bvu_A,1,0.0
7bvu_A,2,0.0
7bvu_A,3,0.0
7bvu_A,4,0.0
7bvu_A,5,0.989
7bvu_A,6,0.0
7bvu_A,7,0.0
7bvu_A,8,0.0
7bvu_A,9,0.0
7ckf_A,0,0.925
7ckf_A,1,0.0
7ckf_A,2,0.0
7ckf_A,3,0.0
7ckf_A,4,0.0
7ckf_A,5,0.992
7ckf_A,6,0.572
7ckf_A,7,0.0
7ckf_A,8,0.0
7ckf_A,9,0.0
7bvu_B,0,0.0
7bvu_B,1,0.0
7bvu_B,2,0.0
7bvu_B,3,0.0
7bvu_B,4,0.0
7bvu_B,5,0.989
7bvu_B,6,0.0
7bvu_B,7,0.0
7bvu_B,8,0.0
7bvu_B,9,0.0
7ckf_B,0,0.903
7ckf_B,1,0.0
7ckf_B,2,0.0
7ckf_B,3,0.0
7ckf_B,4,0.0
7ckf_B,5,0.992
7ckf_B,6,0.57
7ckf_B,7,0.0
7ckf_B,8,0.0
7ckf_B,9,0.0
7bvw_A,0,0.0
7bvw_A,1,0.0
7bvw_A,2,0.0
7bvw_A,3,0.0
7bvw_A,4,0.0
7bvw_A,5,0.0
7bvw_A,6,0.0
7bvw_A,7,0.0
7bvw_A,8,0.0
7bvw_A,9,1.0
7cl0_A,0,0.0
7cl0_A,1,0.0
7cl0_A,2,0.0
7cl0_A,3,0.0
7cl0_A,4,0.0
7cl0_A,5,0.0
7cl0_A,6,0.0
7cl0_A,7,0.0
7cl0_A,8,0.0
7cl0_A,9,1.0
7bwu_C,0,0.926
7bwu_C,1,0.0
7bwu_C,2,0.0
7bwu_C,3,0.0
7bwu_C,4,0.0
7bwu_C,5,0.769
7bwu_C,6,0.0
7bwu_C,7,0.0
7bwu_C,8,0.0
7bwu_C,9,0.517
7cmj_A,0,0.0
7cmj_A,1,0.0
7cmj_A,2,0.0
7cmj_A,3,0.0
7cmj_A,4,0.0
7cmj_A,5,0.991
7cmj_A,6,0.0
7cmj_A,7,0.0
7cmj_A,8,0.0
7cmj_A,9,0.0
7bwu_D,0,0.928
7bwu_D,1,0.0
7bwu_D,2,0.0
7bwu_D,3,0.0
7bwu_D,4,0.0
7bwu_D,5,0.742
7bwu_D,6,0.0
7bwu_D,7,0.0
7bwu_D,8,0.0
7bwu_D,9,0.525
7cmj_B,0,0.0
7cmj_B,1,0.0
7cmj_B,2,0.0
7cmj_B,3,0.0
7cmj_B,4,0.0
7cmj_B,5,0.991
7cmj_B,6,0.0
7cmj_B,7,0.0
7cmj_B,8,0.0
7cmj_B,9,0.0
7bwv_A,0,0.0
7bwv_A,1,0.0
7bwv_A,2,0.0
7bwv_A,3,0.0
7bwv_A,4,0.0
7bwv_A,5,0.989
7bwv_A,6,0.0
7bwv_A,7,0.0
7bwv_A,8,0.0
7bwv_A,9,0.0
7cp1_A,0,0.607
7cp1_A,1,0.0
7cp1_A,2,0.0
7cp1_A,3,0.0
7cp1_A,4,0.0
7cp1_A,5,0.989
7cp1_A,6,0.534
7cp1_A,7,0.0
7cp1_A,8,0.0
7cp1_A,9,0.0
7bwv_B,0,0.0
7bwv_B,1,0.0
7bwv_B,2,0.0
7bwv_B,3,0.0
7bwv_B,4,0.0
7bwv_B,5,0.989
7bwv_B,6,0.0
7bwv_B,7,0.0
7bwv_B,8,0.0
7bwv_B,9,0.0
7cpu_LT,0,0.0
7cpu_LT,1,0.0
7cpu_LT,2,0.0
7cpu_LT,3,0.0
7cpu_LT,4,0.0
7cpu_LT,5,0.0
7cpu_LT,6,0.0
7cpu_LT,7,0.0
7cpu_LT,8,0.0
7cpu_LT,9,0.0
7bww_A,0,0.0
7bww_A,1,0.0
7bww_A,2,0.0
7bww_A,3,0.0
7bww_A,4,0.0
7bww_A,5,0.0
7bww_A,6,0.0
7bww_A,7,0.0
7bww_A,8,0.0
7bww_A,9,0.894
7cpu_Lf,0,0.0
7cpu_Lf,1,0.0
7cpu_Lf,2,0.0
7cpu_Lf,3,0.0
7cpu_Lf,4,0.0
7cpu_Lf,5,0.0
7cpu_Lf,6,0.0
7cpu_Lf,7,0.0
7cpu_Lf,8,0.0
7cpu_Lf,9,0.0
7bww_B,0,0.0
7bww_B,1,0.0
7bww_B,2,0.0
7bww_B,3,0.0
7bww_B,4,0.0
7bww_B,5,0.0
7bww_B,6,0.0
7bww_B,7,0.0
7bww_B,8,0.0
7bww_B,9,0.881
7cpu_Lg,0,0.0
7cpu_Lg,1,0.0
7cpu_Lg,2,0.0
7cpu_Lg,3,0.0
7cpu_Lg,4,0.0
7cpu_Lg,5,0.0
7cpu_Lg,6,0.0
7cpu_Lg,7,0.0
7cpu_Lg,8,0.0
7cpu_Lg,9,1.0
7byd_B,0,0.0
7byd_B,1,0.0
7byd_B,2,0.959
7byd_B,3,0.0
7byd_B,4,0.0
7byd_B,5,0.867
7byd_B,6,0.0
7byd_B,7,0.0
7byd_B,8,0.0
7byd_B,9,0.683
7cpu_SF,0,0.0
7cpu_SF,1,0.0
7cpu_SF,2,0.0
7cpu_SF,3,0.0
7cpu_SF,4,0.0
7cpu_SF,5,0.542
7cpu_SF,6,0.559
7cpu_SF,7,0.0
7cpu_SF,8,0.0
7cpu_SF,9,0.0
7byq_A,0,0.0
7byq_A,1,0.609
7byq_A,2,0.0
7byq_A,3,0.622
7byq_A,4,0.862
7byq_A,5,0.0
7byq_A,6,0.825
7byq_A,7,0.0
7byq_A,8,0.0
7byq_A,9,0.986
7ctv_B,0,0.0
7ctv_B,1,0.0
7ctv_B,2,0.0
7ctv_B,3,0.0
7ctv_B,4,0.0
7ctv_B,5,0.981
7ctv_B,6,0.0
7ctv_B,7,0.0
7ctv_B,8,0.0
7ctv_B,9,0.605
7byq_B,0,0.0
7byq_B,1,0.606
7byq_B,2,0.0
7byq_B,3,0.587
7byq_B,4,0.854
7byq_B,5,0.0
7byq_B,6,0.819
7byq_B,7,0.0
7byq_B,8,0.0
7byq_B,9,0.987
7ctx_A,0,0.0
7ctx_A,1,0.0
7ctx_A,2,0.0
7ctx_A,3,0.0
7ctx_A,4,0.0
7ctx_A,5,0.985
7ctx_A,6,0.0
7ctx_A,7,0.0
7ctx_A,8,0.0
7ctx_A,9,0.633
7byq_D,0,0.0
7byq_D,1,0.609
7byq_D,2,0.0
7byq_D,3,0.596
7byq_D,4,0.853
7byq_D,5,0.0
7byq_D,6,0.824
7byq_D,7,0.0
7byq_D,8,0.0
7byq_D,9,0.986
7ctx_B,0,0.0
7ctx_B,1,0.0
7ctx_B,2,0.0
7ctx_B,3,0.0
7ctx_B,4,0.0
7ctx_B,5,0.985
7ctx_B,6,0.0
7ctx_B,7,0.0
7ctx_B,8,0.0
7ctx_B,9,0.628
7bz0_A,0,0.998
7bz0_A,1,0.0
7bz0_A,2,0.0
7bz0_A,3,0.0
7bz0_A,4,0.0
7bz0_A,5,0.0
7bz0_A,6,0.0
7bz0_A,7,0.74
7bz0_A,8,0.661
7bz0_A,9,0.0
7cwh_B,0,0.0
7cwh_B,1,0.0
7cwh_B,2,0.0
7cwh_B,3,0.0
7cwh_B,4,0.0
7cwh_B,5,0.0
7cwh_B,6,0.0
7cwh_B,7,0.0
7cwh_B,8,0.0
7cwh_B,9,1.0
7bz1_A,0,0.0
7bz1_A,1,0.635
7bz1_A,2,0.0
7bz1_A,3,0.583
7bz1_A,4,0.882
7bz1_A,5,0.0
7bz1_A,6,0.811
7bz1_A,7,0.0
7bz1_A,8,0.0
7bz1_A,9,0.984
7cxy_A,0,0.0
7cxy_A,1,0.0
7cxy_A,2,0.0
7cxy_A,3,0.0
7cxy_A,4,0.0
7cxy_A,5,0.0
7cxy_A,6,0.0
7cxy_A,7,0.676
7cxy_A,8,0.715
7cxy_A,9,1.0
7bz3_A,0,0.0
7bz3_A,1,0.623
7bz3_A,2,0.0
7bz3_A,3,0.563
7bz3_A,4,0.886
7bz3_A,5,0.0
7bz3_A,6,0.843
7bz3_A,7,0.0
7bz3_A,8,0.0
7bz3_A,9,0.993
7czh_A,0,0.897
7czh_A,1,0.0
7czh_A,2,0.0
7czh_A,3,0.0
7czh_A,4,0.0
7czh_A,5,0.0
7czh_A,6,0.0
7czh_A,7,0.0
7czh_A,8,0.0
7czh_A,9,0.875
7bz3_C,0,0.0
7bz3_C,1,0.666
7bz3_C,2,0.0
7bz3_C,3,0.538
7bz3_C,4,0.886
7bz3_C,5,0.0
7bz3_C,6,0.834
7bz3_C,7,0.0
7bz3_C,8,0.0
7bz3_C,9,0.999
7d11_A,0,0.0
7d11_A,1,0.0
7d11_A,2,0.0
7d11_A,3,0.0
7d11_A,4,0.0
7d11_A,5,0.0
7d11_A,6,0.0
7d11_A,7,0.0
7d11_A,8,0.0
7d11_A,9,1.0
7bz3_D,0,0.0
7bz3_D,1,0.639
7bz3_D,2,0.0
7bz3_D,3,0.552
7bz3_D,4,0.89
7bz3_D,5,0.0
7bz3_D,6,0.826
7bz3_D,7,0.0
7bz3_D,8,0.0
7bz3_D,9,0.999
7d17_A,0,0.0
7d17_A,1,0.0
7d17_A,2,0.0
7d17_A,3,0.0
7d17_A,4,0.0
7d17_A,5,0.0
7d17_A,6,0.0
7d17_A,7,0.0
7d17_A,8,0.0
7d17_A,9,1.0
7bzi_A,0,0.0
7bzi_A,1,0.64
7bzi_A,2,0.0
7bzi_A,3,0.693
7bzi_A,4,0.874
7bzi_A,5,0.0
7bzi_A,6,0.808
7bzi_A,7,0.0
7bzi_A,8,0.0
7bzi_A,9,0.985
7d18_A,0,0.965
7d18_A,1,0.0
7d18_A,2,0.0
7d18_A,3,0.0
7d18_A,4,0.0
7d18_A,5,0.0
7d18_A,6,0.0
7d18_A,7,0.0
7d18_A,8,0.0
7d18_A,9,1.0
7bzi_B,0,0.0
7bzi_B,1,0.64
7bzi_B,2,0.0
7bzi_B,3,0.693
7bzi_B,4,0.876
7bzi_B,5,0.0
7bzi_B,6,0.807
7bzi_B,7,0.0
7bzi_B,8,0.0
7bzi_B,9,0.985
7f50_A,0,0.716
7f50_A,1,0.0
7f50_A,2,0.0
7f50_A,3,0.0
7f50_A,4,0.0
7f50_A,5,0.934
7f50_A,6,0.556
7f50_A,7,0.856
7f50_A,8,0.795
7f50_A,9,0.0
7d1d_A,0,0.644
7d1d_A,1,0.0
7d1d_A,2,0.0
7d1d_A,3,0.0
7d1d_A,4,0.0
7d1d_A,5,0.0
7d1d_A,6,0.702
7d1d_A,7,0.0
7d1d_A,8,0.0
7d1d_A,9,1.0
7e4t_A,0,0.996
7e4t_A,1,0.0
7e4t_A,2,0.0
7e4t_A,3,0.0
7e4t_A,4,0.0
7e4t_A,5,0.0
7e4t_A,6,0.0
7e4t_A,7,0.0
7e4t_A,8,0.0
7e4t_A,9,1.0
7e4t_A,0,0.996
7e4t_A,1,0.0
7e4t_A,2,0.0
7e4t_A,3,0.0
7e4t_A,4,0.0
7e4t_A,5,0.0
7e4t_A,6,0.0
7e4t_A,7,0.0
7e4t_A,8,0.0
7e4t_A,9,1.0
7d1h_A,0,0.0
7d1h_A,1,0.0
7d1h_A,2,0.0
7d1h_A,3,0.0
7d1h_A,4,0.0
7d1h_A,5,0.0
7d1h_A,6,0.0
7d1h_A,7,0.0
7d1h_A,8,0.0
7d1h_A,9,1.0
7e3j_A,0,0.0
7e3j_A,1,0.0
7e3j_A,2,0.0
7e3j_A,3,0.0
7e3j_A,4,0.0
7e3j_A,5,0.0
7e3j_A,6,0.0
7e3j_A,7,0.0
7e3j_A,8,0.0
7e3j_A,9,1.0
7d21_A,0,0.0
7d21_A,1,0.0
7d21_A,2,0.0
7d21_A,3,0.0
7d21_A,4,0.0
7d21_A,5,0.0
7d21_A,6,0.0
7d21_A,7,0.0
7d21_A,8,0.0
7d21_A,9,1.0
7e5a_A,0,0.874
7e5a_A,1,0.0
7e5a_A,2,0.0
7e5a_A,3,0.0
7e5a_A,4,0.0
7e5a_A,5,0.993
7e5a_A,6,0.627
7e5a_A,7,0.0
7e5a_A,8,0.0
7e5a_A,9,0.0
7d2t_B,0,0.0
7d2t_B,1,0.0
7d2t_B,2,0.0
7d2t_B,3,0.0
7d2t_B,4,0.0
7d2t_B,5,0.0
7d2t_B,6,0.0
7d2t_B,7,0.0
7d2t_B,8,0.0
7d2t_B,9,1.0
7e5a_B,0,0.893
7e5a_B,1,0.0
7e5a_B,2,0.0
7e5a_B,3,0.0
7e5a_B,4,0.0
7e5a_B,5,0.993
7e5a_B,6,0.631
7e5a_B,7,0.0
7e5a_B,8,0.0
7e5a_B,9,0.545
7d3v_A,0,0.0
7d3v_A,1,0.0
7d3v_A,2,0.0
7d3v_A,3,0.0
7d3v_A,4,0.0
7d3v_A,5,0.0
7d3v_A,6,0.0
7d3v_A,7,0.0
7d3v_A,8,0.0
7d3v_A,9,1.0
7e5c_A,0,0.0
7e5c_A,1,0.654
7e5c_A,2,0.0
7e5c_A,3,0.0
7e5c_A,4,0.71
7e5c_A,5,0.552
7e5c_A,6,0.984
7e5c_A,7,0.0
7e5c_A,8,0.0
7e5c_A,9,0.824
7d4j_A,0,0.779
7d4j_A,1,0.0
7d4j_A,2,0.0
7d4j_A,3,0.0
7d4j_A,4,0.0
7d4j_A,5,0.99
7d4j_A,6,0.729
7d4j_A,7,0.0
7d4j_A,8,0.0
7d4j_A,9,0.857
7e5c_D,0,0.0
7e5c_D,1,0.656
7e5c_D,2,0.0
7e5c_D,3,0.0
7e5c_D,4,0.721
7e5c_D,5,0.552
7e5c_D,6,0.984
7e5c_D,7,0.0
7e5c_D,8,0.0
7e5c_D,9,0.824
7d4o_A,0,0.769
7d4o_A,1,0.0
7d4o_A,2,0.0
7d4o_A,3,0.0
7d4o_A,4,0.0
7d4o_A,5,0.99
7d4o_A,6,0.722
7d4o_A,7,0.0
7d4o_A,8,0.0
7d4o_A,9,0.851
7e6q_A,0,0.991
7e6q_A,1,0.0
7e6q_A,2,0.0
7e6q_A,3,0.0
7e6q_A,4,0.0
7e6q_A,5,0.0
7e6q_A,6,0.0
7e6q_A,7,0.0
7e6q_A,8,0.0
7e6q_A,9,0.932
7d4o_B,0,0.757
7d4o_B,1,0.0
7d4o_B,2,0.0
7d4o_B,3,0.0
7d4o_B,4,0.0
7d4o_B,5,0.99
7d4o_B,6,0.708
7d4o_B,7,0.0
7d4o_B,8,0.0
7d4o_B,9,0.84
7e9w_A,0,0.628
7e9w_A,1,0.0
7e9w_A,2,0.0
7e9w_A,3,0.0
7e9w_A,4,0.0
7e9w_A,5,0.752
7e9w_A,6,0.985
7e9w_A,7,0.0
7e9w_A,8,0.0
7e9w_A,9,0.741
7d4p_A,0,0.996
7d4p_A,1,0.0
7d4p_A,2,0.0
7d4p_A,3,0.0
7d4p_A,4,0.0
7d4p_A,5,0.0
7d4p_A,6,0.0
7d4p_A,7,0.0
7d4p_A,8,0.0
7d4p_A,9,1.0
7d4p_A,0,0.996
7d4p_A,1,0.0
7d4p_A,2,0.0
7d4p_A,3,0.0
7d4p_A,4,0.0
7d4p_A,5,0.0
7d4p_A,6,0.0
7d4p_A,7,0.0
7d4p_A,8,0.0
7d4p_A,9,1.0
7ebw_B,0,0.0
7ebw_B,1,0.0
7ebw_B,2,0.0
7ebw_B,3,0.0
7ebw_B,4,0.0
7ebw_B,5,0.0
7ebw_B,6,0.0
7ebw_B,7,0.0
7ebw_B,8,0.0
7ebw_B,9,0.817
7d4s_A,0,0.774
7d4s_A,1,0.0
7d4s_A,2,0.0
7d4s_A,3,0.0
7d4s_A,4,0.0
7d4s_A,5,0.99
7d4s_A,6,0.73
7d4s_A,7,0.0
7d4s_A,8,0.0
7d4s_A,9,0.863
7ecc_A,0,0.999
7ecc_A,1,0.0
7ecc_A,2,0.0
7ecc_A,3,0.0
7ecc_A,4,0.0
7ecc_A,5,0.57
7ecc_A,6,0.0
7ecc_A,7,0.0
7ecc_A,8,0.0
7ecc_A,9,1.0
7ecc_A,0,0.999
7ecc_A,1,0.0
7ecc_A,2,0.0
7ecc_A,3,0.0
7ecc_A,4,0.0
7ecc_A,5,0.57
7ecc_A,6,0.0
7ecc_A,7,0.0
7ecc_A,8,0.0
7ecc_A,9,1.0
7d58_L,0,0.0
7d58_L,1,0.0
7d58_L,2,0.0
7d58_L,3,0.0
7d58_L,4,0.521
7d58_L,5,0.0
7d58_L,6,0.0
7d58_L,7,0.0
7d58_L,8,0.0
7d58_L,9,1.0
7eds_A,0,0.0
7eds_A,1,0.0
7eds_A,2,0.0
7eds_A,3,0.0
7eds_A,4,0.0
7eds_A,5,0.0
7eds_A,6,0.0
7eds_A,7,0.0
7eds_A,8,0.0
7eds_A,9,1.0
7d6a_A,0,0.0
7d6a_A,1,0.0
7d6a_A,2,0.0
7d6a_A,3,0.0
7d6a_A,4,0.0
7d6a_A,5,0.51
7d6a_A,6,0.0
7d6a_A,7,0.0
7d6a_A,8,0.0
7d6a_A,9,0.0
7eeh_A,0,0.0
7eeh_A,1,0.0
7eeh_A,2,0.0
7eeh_A,3,0.909
7eeh_A,4,0.964
7eeh_A,5,0.0
7eeh_A,6,0.805
7eeh_A,7,0.0
7eeh_A,8,0.0
7eeh_A,9,0.906
7d8g_A,0,0.996
7d8g_A,1,0.0
7d8g_A,2,0.0
7d8g_A,3,0.0
7d8g_A,4,0.0
7d8g_A,5,0.981
7d8g_A,6,0.956
7d8g_A,7,0.0
7d8g_A,8,0.0
7d8g_A,9,0.0
7eeh_B,0,0.0
7eeh_B,1,0.0
7eeh_B,2,0.0
7eeh_B,3,0.909
7eeh_B,4,0.964
7eeh_B,5,0.0
7eeh_B,6,0.807
7eeh_B,7,0.0
7eeh_B,8,0.0
7eeh_B,9,0.903
7daf_A,0,0.986
7daf_A,1,0.0
7daf_A,2,0.0
7daf_A,3,0.0
7daf_A,4,0.0
7daf_A,5,0.96
7daf_A,6,0.0
7daf_A,7,0.0
7daf_A,8,0.0
7daf_A,9,0.0
7eeu_A,0,0.0
7eeu_A,1,0.0
7eeu_A,2,0.0
7eeu_A,3,0.0
7eeu_A,4,0.0
7eeu_A,5,0.0
7eeu_A,6,0.0
7eeu_A,7,0.0
7eeu_A,8,0.0
7eeu_A,9,1.0
7dah_C,0,0.0
7dah_C,1,0.0
7dah_C,2,0.0
7dah_C,3,0.0
7dah_C,4,0.0
7dah_C,5,0.585
7dah_C,6,0.0
7dah_C,7,0.834
7dah_C,8,0.784
7dah_C,9,0.0
7egr_A,0,0.0
7egr_A,1,0.0
7egr_A,2,0.0
7egr_A,3,0.0
7egr_A,4,0.0
7egr_A,5,0.0
7egr_A,6,0.0
7egr_A,7,0.0
7egr_A,8,0.0
7egr_A,9,0.0
7dah_F,0,0.0
7dah_F,1,0.0
7dah_F,2,0.0
7dah_F,3,0.0
7dah_F,4,0.0
7dah_F,5,0.624
7dah_F,6,0.0
7dah_F,7,0.849
7dah_F,8,0.788
7dah_F,9,0.0
7eiz_E,0,0.0
7eiz_E,1,0.0
7eiz_E,2,0.0
7eiz_E,3,0.0
7eiz_E,4,0.0
7eiz_E,5,0.693
7eiz_E,6,0.0
7eiz_E,7,0.0
7eiz_E,8,0.0
7eiz_E,9,1.0
7db7_B,0,0.0
7db7_B,1,0.0
7db7_B,2,0.0
7db7_B,3,0.0
7db7_B,4,0.0
7db7_B,5,0.94
7db7_B,6,0.801
7db7_B,7,0.0
7db7_B,8,0.0
7db7_B,9,0.0
7eiz_F,0,0.0
7eiz_F,1,0.0
7eiz_F,2,0.0
7eiz_F,3,0.0
7eiz_F,4,0.0
7eiz_F,5,0.704
7eiz_F,6,0.0
7eiz_F,7,0.0
7eiz_F,8,0.0
7eiz_F,9,1.0
7dcf_A,0,0.0
7dcf_A,1,0.0
7dcf_A,2,0.0
7dcf_A,3,0.0
7dcf_A,4,0.0
7dcf_A,5,0.0
7dcf_A,6,0.0
7dcf_A,7,0.0
7dcf_A,8,0.0
7dcf_A,9,1.0
7eiz_K,0,0.89
7eiz_K,1,0.0
7eiz_K,2,0.0
7eiz_K,3,0.0
7eiz_K,4,0.0
7eiz_K,5,0.897
7eiz_K,6,0.891
7eiz_K,7,0.0
7eiz_K,8,0.0
7eiz_K,9,1.0
7dcf_B,0,0.0
7dcf_B,1,0.0
7dcf_B,2,0.0
7dcf_B,3,0.0
7dcf_B,4,0.0
7dcf_B,5,0.0
7dcf_B,6,0.0
7dcf_B,7,0.0
7dcf_B,8,0.0
7dcf_B,9,1.0
7ej3_B,0,0.0
7ej3_B,1,0.0
7ej3_B,2,0.0
7ej3_B,3,0.0
7ej3_B,4,0.0
7ej3_B,5,0.804
7ej3_B,6,0.743
7ej3_B,7,0.0
7ej3_B,8,0.0
7ej3_B,9,0.995
7dcl_A,0,0.949
7dcl_A,1,0.0
7dcl_A,2,0.613
7dcl_A,3,0.0
7dcl_A,4,0.574
7dcl_A,5,0.0
7dcl_A,6,0.0
7dcl_A,7,0.0
7dcl_A,8,0.0
7dcl_A,9,0.908
7elv_E,0,0.998
7elv_E,1,0.0
7elv_E,2,0.0
7elv_E,3,0.0
7elv_E,4,0.0
7elv_E,5,0.0
7elv_E,6,0.0
7elv_E,7,0.0
7elv_E,8,0.0
7elv_E,9,0.625
7elv_E,0,0.998
7elv_E,1,0.0
7elv_E,2,0.0
7elv_E,3,0.0
7elv_E,4,0.0
7elv_E,5,0.0
7elv_E,6,0.0
7elv_E,7,0.0
7elv_E,8,0.0
7elv_E,9,0.625
7dco_C,0,0.0
7dco_C,1,0.0
7dco_C,2,0.0
7dco_C,3,0.0
7dco_C,4,0.0
7dco_C,5,0.991
7dco_C,6,0.0
7dco_C,7,0.0
7dco_C,8,0.0
7dco_C,9,0.0
7dco_C,0,0.0
7dco_C,1,0.0
7dco_C,2,0.0
7dco_C,3,0.0
7dco_C,4,0.0
