pdbchain,LigID,partitions
4rkn_B,{'CU'},1
4rl0_A,{'ZN'},2
4rld_A,{'ZN'},2
4rm5_A,{'ZN'},2
4rm5_B,{'ZN'},2
4rm5_D,{'ZN'},2
4rmg_A,{'ZN'},1
4rmh_A,{'ZN'},1
4rmi_A,{'ZN'},1
4rmk_A,{'CA'},4
4rml_A,{'MG'},4
4rn0_A,{'ZN'},3
4rn0_B,{'ZN'},3
4rn1_A,{'ZN'},3
4rn1_B,{'ZN'},3
4rn2_A,{'ZN'},3
4rn3_A,{'MG'},4
4rn3_B,{'MG'},4
4rn7_A,{'ZN'},3
4rnh_A,{'MG'},3
4rno_A,{'CA'},1
4rnq_A,{'MG'},3
4rny_A,{'ZN'},4
4rnz_A,{'ZN'},4
4rop_A,{'MG'},2
4rot_A,{'ZN'},2
4rou_A,{'ZN'},3
4rou_B,{'ZN'},3
4rov_A,{'ZN'},4
4rov_B,{'ZN'},4
4row_A,{'ZN'},4
4rpa_A,{'MN'},3
4rpe_A,{'FE2'},3
4rpu_A,{'ZN'},5
4rpu_B,"{'CA', 'ZN'}",5
4rq2_A,{'MN'},1
4rqi_D,{'MG'},6
4rqt_A,{'ZN'},4
4rqw_A,{'CA'},3
4rr2_A,{'ZN'},6
4rr2_C,{'ZN'},6
4rrk_A,{'MG'},5
4rru_A,{'CA'},4
4rs3_A,{'ZN'},5
4rsc_A,{'FE2'},1
4rsc_B,{'FE2'},1
4rse_A,{'FE2'},1
4rti_A,{'MN'},6
4ru3_A,"{'CA', 'FE'}",2
4ru4_B,{'CA'},4
4ru5_C,{'CA'},4
4ru8_A,{'MG'},4
4rub_A,{'MG'},1
4ruh_A,{'MN'},5
4ruh_B,{'MN'},5
4rul_A,{'ZN'},6
4ruq_B,{'CA'},2
4ruw_A,{'ZN'},1
4rv9_A,{'ZN'},6
4rvp_D,{'ZN'},6
4rvz_Z,"{'ZN', 'MG'}",5
4rw3_A,{'MG'},4
4rwg_B,{'MG'},6
4rwn_A,{'MG'},5
4rwo_A,{'MG'},5
4rxc_A,{'MG'},2
4rxc_B,{'MG'},2
4rxn_A,{'FE'},6
4rxo_A,{'ZN'},5
4rxo_B,{'ZN'},5
4rxo_C,{'ZN'},5
4rxo_D,{'ZN'},5
4rxy_A,{'ZN'},1
4ry0_A,{'CA'},5
4ry5_A,{'MN'},3
4ryx_A,{'FE2'},1
4rzu_B,{'MG'},6
4rzy_A,{'FE'},6
4s00_A,{'FE'},6
4s01_A,{'FE'},6
4s0m_D,{'MG'},4
4s10_C,{'CA'},5
4s10_D,{'CA'},5
4s17_A,{'MG'},3
4s17_B,{'MG'},3
4s17_C,{'MG'},3
4s17_D,{'MG'},3
4s17_E,{'MG'},3
4s17_F,{'MG'},3
4s1b_A,{'FE'},1
4s1b_D,{'FE'},1
4s1c_A,{'FE'},1
4s1c_D,{'FE'},1
4s1h_A,{'MG'},2
4s26_A,{'ZN'},5
4s28_A,{'FE2'},5
4s2r_P,{'ZN'},1
4s2r_Q,{'ZN'},1
4s2u_A,{'MG'},2
4s2v_A,{'CA'},1
4s2w_A,{'SO4'},1
4s2x_A,{'MG'},1
4s2y_A,{'MG'},1
4s32_A,{'MG'},3
4s33_A,{'MG'},3
4s35_A,{'MG'},6
4s36_A,{'FE'},1
4s37_H,{'CA'},5
4s3o_B,{'ZN'},5
4s3o_C,{'ZN'},6
4s3o_E,{'ZN'},5
4s3o_F,{'ZN'},6
4s3s_A,{'CA'},1
4sbv_C,{'CA'},2
4sgb_E,"{'CA', 'SO4'}",5
4tju_B,{'ZN'},6
4tju_D,{'ZN'},6
4tjw_B,{'ZN'},6
4tjw_D,{'ZN'},6
4tjy_B,{'ZN'},6
4tk0_B,{'ZN'},6
4tk5_B,{'ZN'},6
4tkg_C,{'ZN'},6
4tkg_D,{'ZN'},6
4tki_D,{'ZN'},6
4tkp_B,{'ZN'},3
4tl0_A,{'MG'},3
4tl8_D,{'MG'},1
4tl9_F,{'MG'},1
4tla_B,{'MG'},1
4tlc_E,{'MG'},1
4tle_A,{'MG'},1
4tle_F,{'MG'},1
4tlf_D,{'FE2'},1
4tm7_A,{'CU'},4
4tmt_B,{'MG'},2
4tmu_A,{'ZN'},5
4tmv_B,{'MG'},2
4tmx_B,{'MG'},2
4tn0_A,{'ZN'},5
4tn0_B,{'ZN'},5
4tn1_A,{'MG'},2
4tn1_B,{'MG'},2
4tn7_A,{'FE'},5
4tnc_A,{'CA'},5
4tnl_A,"{'CA', 'ZN'}",1
4tnt_A,{'ZN'},6
4tnu_A,{'ZN'},5
4to8_A,{'ZN'},4
4to8_B,{'ZN'},4
4toa_I,{'FE2'},4
4toc_D,{'FE2'},4
4toc_G,{'FE2'},4
4toe_C,{'FE2'},4
4toh_A,{'FE2'},4
4toi_A,{'ZN'},2
4toq_A,{'MG'},5
4tos_A,{'ZN'},6
4tos_B,{'ZN'},6
4tpu_A,{'FE'},3
4tq3_B,{'MG'},5
4tq4_D,{'MG'},5
4tqd_A,{'MG'},1
4tqo_A,{'CA'},2
4tqt_D,{'ZN'},1
4tr2_B,{'CA'},5
4trd_A,{'CA'},1
4tsd_B,{'ZN'},4
4tsh_A,{'MG'},3
4tsh_B,"{'CA', 'MG'}",2
4tsk_A,{'MG'},5
4ttt_L,{'MG'},1
4ttv_A,{'ZN'},2
4tus_A,{'MN'},1
4tuy_F,{'MG'},1
4tv5_A,{'CA'},6
4tv8_A,{'CA'},5
4tv9_F,{'MG'},1
4tvr_A,{'ZN'},3
4tvu_A,"{'CA', 'MG'}",4
4tvv_A,{'PO4'},3
4tvv_B,{'PO4'},3
4tw3_A,{'FE'},2
4twe_A,"{'CA', 'ZN'}",5
4twj_A,{'ZN'},1
4twk_A,{'MG'},2
4twr_A,{'ZN'},1
4tx8_A,"{'CA', 'MG'}",6
4txa_A,{'ZN'},6
4txd_A,{'ZN'},3
4txw_A,{'CA'},1
4txy_A,{'MG'},3
4txz_A,{'MG'},3
4txz_B,{'MG'},3
4ty0_A,{'MG'},3
4ty0_B,{'MG'},3
4tyd_B,{'ZN'},5
4tyd_C,{'ZN'},5
4tyd_E,{'ZN'},5
4tyd_F,{'ZN'},5
4tyd_L,{'ZN'},5
4tyf_A,{'ZN'},2
4tyn_A,{'MG'},5
4typ_A,{'ZN'},3
4typ_B,{'ZN'},3
4tyq_A,{'ZN'},3
4tyt_A,{'ZN'},2
4tyy_A,{'MG'},5
4tz9_A,"{'CO', 'ZN'}",2
4tzb_A,"{'CO', 'ZN'}",2
4tzc_A,{'ZN'},5
4tzc_B,{'ZN'},5
4tzc_C,{'ZN'},5
4tzc_D,{'ZN'},5
4tze_A,{'ZN'},2
4tzf_A,{'ZN'},2
4tzh_A,{'ZN'},5
4tzu_B,{'ZN'},5
4u03_A,{'MG'},3
4u03_B,{'MG'},3
4u06_A,{'ZN'},5
4u08_A,"{'CA', 'ZN'}",5
4u09_B,{'ZN'},5
4u0m_A,{'MG'},3
4u0m_B,{'MG'},3
4u0n_A,{'MG'},3
4u0z_C,{'MG'},5
4u10_A,{'ZN'},2
4u2a_A,"{'CA', 'MN'}",4
4u3e_A,{'ZN'},2
4u3e_B,{'ZN'},2
4u3j_A,{'MG'},5
4u3s_B,{'CA'},1
4u3w_A,{'MG'},2
4u40_A,{'MG'},3
4u41_A,{'MG'},3
4u42_A,{'MG'},3
4u42_B,{'MG'},3
4u45_A,{'MG'},3
4u49_B,{'CA'},2
4u4l_A,{'ZN'},2
4u4l_C,{'ZN'},2
4u4l_D,{'ZN'},2
4u4t_A,{'ZN'},5
4u5g_A,{'ZN'},3
4u5x_A,{'MG'},3
4u65_E,{'CA'},4
4u6a_A,{'ZN'},6
4u6b_A,{'CA'},4
4u6b_C,{'CA'},4
4u6d_B,{'CA'},5
4u7c_A,{'MG'},2
4u7k_A,{'CA'},3
4u7t_A,{'ZN'},1
4u7t_C,{'ZN'},1
4u82_A,{'SO4'},2
4u8h_A,{'ZN'},2
4u8h_B,{'ZN'},5
4u8z_A,{'MN'},3
4u94_A,{'MG'},5
4u99_A,{'ZN'},1
4u9b_A,{'ZN'},1
4u9d_A,{'ZN'},3
4u9e_A,{'CA'},3
4u9u_A,{'MG'},3
4ua4_B,{'ZN'},2
4uah_C,{'CU'},2
4uak_A,{'MG'},4
4uan_A,{'CU'},2
4uap_A,{'CA'},3
4uas_A,"{'PO4', 'MG'}",5
4uau_A,{'MG'},5
4uav_A,{'MG'},5
4uaz_A,{'MG'},1
4ub3_A,{'MG'},1
4ub5_A,{'MN'},1
4ub9_A,{'ZN'},6
4ubf_A,{'MG'},5
4ubf_B,{'MG'},5
4ubf_C,{'MG'},5
4ubf_D,{'MG'},5
4ubg_A,{'FE2'},5
4ubh_A,{'FE2'},5
4ubq_A,{'ZN'},2
4ucg_A,{'MN'},1
4uch_A,{'ZN'},3
4uci_A,{'ZN'},3
4uci_B,{'ZN'},3
4uck_A,{'ZN'},3
4uck_B,{'ZN'},3
4ucl_A,{'ZN'},3
4ucq_R,{'MG'},1
4ucy_A,{'ZN'},3
4ucy_B,{'ZN'},3
4ucz_A,{'ZN'},3
4ucz_B,{'ZN'},3
4udg_B,{'PO4'},1
4udk_C,{'PO4'},1
4udk_E,{'PO4'},1
4udm_A,{'CA'},2
4udm_B,{'CA'},5
4udo_A,{'MN'},5
4udu_C,{'ZN'},2
4ue3_L,{'MG'},1
4ueg_A,{'MG'},2
4ueg_B,{'MG'},2
4ueq_R,"{'CA', 'MG'}",1
4uf0_A,"{'ZN', 'FE2'}",5
4uf0_B,"{'ZN', 'FE2'}",5
4uf4_A,{'ZN'},2
4uf4_B,{'ZN'},2
4ufb_D,{'ZN'},1
4ufc_B,{'CA'},3
4ufv_C,{'MG'},2
4ug4_A,{'MN'},6
4ug4_H,{'MN'},6
4uh5_A,{'ZN'},3
4uhd_A,{'MG'},3
4uhj_C,{'MG'},4
4uhk_A,{'MG'},4
4uhm_A,{'MG'},3
4uia_A,{'ZN'},2
4uj3_A,{'MG'},3
4uj3_D,{'MG'},3
4uj3_J,{'MG'},3
4uj3_M,{'MG'},3
4uj3_P,{'MG'},3
4uj3_V,{'MG'},3
4uj5_A,{'MG'},3
4uj7_A,{'CA'},3
4uj8_D,{'CA'},4
4ujk_D,{'MG'},3
4ujk_Y,{'MG'},4
4ujk_i,{'MG'},5
4ujl_D,{'MG'},1
4ujl_L,{'MG'},4
4ujl_N,{'MG'},1
4ujm_E,{'MG'},6
4ujm_N,{'MG'},3
4ujm_i,{'MG'},1
4ujn_F,{'ZN'},5
4ujn_H,{'MG'},4
4ujn_M,{'MG'},4
4ujn_O,{'MG'},3
4ujo_G,{'MG'},2
4ujo_N,{'MG'},6
4ujo_V,{'MG'},3
4ujo_X,{'MG'},3
4ujq_H,{'MG'},5
4ujr_T,{'MG'},5
4ujr_w,{'MG'},3
4ujs_H,{'MG'},4
4ujt_B,{'MG'},3
4ujt_K,{'MG'},1
4uk2_F,{'ZN'},5
4ukb_A,{'MG'},3
4ukb_k,{'MG'},4
4ul5_I,{'MG'},2
4ul6_C,{'MG'},3
4ul6_v,{'MG'},1
4ula_F,{'MG'},2
4ulb_D,{'MG'},3
4um7_A,{'MG'},6
4um8_A,{'CA'},3
4um8_B,"{'CA', 'MG'}",1
4um8_C,{'CA'},3
4um8_D,"{'CA', 'MG'}",1
4um9_A,{'CA'},3
4um9_B,"{'CA', 'MG'}",1
4um9_C,{'CA'},3
4um9_D,"{'CA', 'MG'}",1
4umw_A,{'MG'},1
4un7_G,{'ZN'},5
4unc_D,{'MN'},5
4unf_A,{'MG'},6
4unm_A,{'CU'},1
4unm_B,{'CU'},1
4uob_A,{'CO'},6
4uoj_B,{'CA'},2
4uop_B,{'MG'},1
4uor_A,{'MG'},1
4up0_A,{'ZN'},2
4up4_A,{'CA'},4
4upe_Q,{'CA'},1
4uph_A,{'MG'},3
4upi_A,{'ZN'},3
4upl_A,{'ZN'},3
4upv_R,{'MG'},1
4ur9_B,{'CA'},4
4urf_A,{'MG'},2
4urh_Q,{'MG'},1
4urr_A,{'MN'},4
4usc_A,{'CA'},2
4usl_A,{'CA'},2
4ust_A,{'MG'},5
4usu_A,{'CA'},5
4usx_A,{'MG'},3
4usx_B,{'MG'},3
4usx_C,{'MG'},3
4ut5_A,{'CA'},5
4utd_A,{'MG'},3
4utg_A,{'MG'},1
4utn_A,{'ZN'},1
4utr_A,{'ZN'},1
4utr_B,{'ZN'},1
4utv_B,{'ZN'},1
4uub_B,{'ZN'},1
4uux_B,{'MG'},1
4uvq_A,{'ZN'},5
4uvs_A,{'ZN'},6
4uw9_A,{'MG'},3
4uwd_A,{'MN'},1
4uwo_B,{'ZN'},2
4uxa_A,{'MN'},5
4uxh_A,{'ZN'},2
4uxh_B,{'ZN'},2
4uxi_A,{'ZN'},2
4uxi_B,{'ZN'},2
4uxj_A,{'ZN'},2
4uxj_B,{'ZN'},2
4uxj_C,{'ZN'},2
4uxj_D,{'ZN'},2
4uxj_E,{'ZN'},2
4uxj_F,{'ZN'},2
4uxj_G,{'ZN'},2
4uxx_C,{'ZN'},3
4uya_A,{'MG'},3
4uyc_A,{'CA'},5
4uyc_B,{'CA'},5
4uyp_B,{'CA'},3
4uyq_A,{'CA'},3
4uyq_B,{'CA'},3
4uyr_A,{'MG'},5
4uza_A,{'PO4'},3
4uzg_A,{'CA'},6
4uzu_A,{'CA'},2
4v02_B,{'MG'},1
4v06_A,{'FE'},2
4v0f_A,{'CA'},3
4v0h_B,{'FE'},4
4v0h_D,{'FE'},4
4v0j_A,{'FE2'},3
4v0j_B,{'FE2'},3
4v0j_D,{'FE2'},3
4v0j_F,{'FE2'},3
4v0l_A,{'MG'},3
4v0q_A,{'ZN'},2
4v0r_A,"{'ZN', 'MG'}",2
4v0v_A,{'MN'},6
4v0v_C,{'MN'},6
4v0w_C,{'MN'},6
4v0x_A,{'MN'},6
4v0z_A,{'CO'},2
4v11_A,{'CA'},2
4v15_A,{'MN'},1
4v1c_A,{'ZN'},1
4v1c_B,{'ZN'},1
4v1c_E,{'ZN'},1
4v1c_G,{'ZN'},1
4v1c_I,{'ZN'},1
4v1t_A,{'ZN'},2
4v1t_B,{'ZN'},2
4v1u_A,"{'CA', 'ZN'}",2
4v1u_B,"{'CA', 'ZN'}",2
4v1x_E,{'FE'},4
4v1z_A,{'ZN'},2
4v26_A,{'MG'},3
4v29_A,{'CA'},1
4v2i_A,{'MG'},6
4v2x_A,{'CA'},5
4v2y_C,{'ZN'},5
4v2z_C,{'ZN'},5
4v32_A,{'ZN'},5
4v32_C,{'ZN'},5
4v33_A,{'ZN'},2
4v35_A,{'CA'},3
4v3k_C,{'ZN'},4
4v3o_A,{'CA'},1
4v3q_A,{'CA'},4
4w1o_B,{'ZN'},1
4w1o_D,{'ZN'},1
4w1t_C,{'CU'},2
4w2r_A,{'ZN'},3
4w2r_B,{'ZN'},3
4w4o_A,{'ZN'},4
4w4u_A,{'ZN'},1
4w4u_D,{'ZN'},1
4w4u_E,{'ZN'},1
4w4u_H,{'ZN'},1
4w5a_A,{'ZN'},4
4w5a_E,{'ZN'},4
4w5n_A,{'MG'},1
4w5o_A,{'MG'},1
4w5r_A,{'MG'},1
4w5s_A,{'ZN'},6
4w5t_A,{'MG'},1
4w65_A,{'CA'},4
4w6e_A,{'ZN'},6
4w6t_A,{'CU'},2
4w74_C,{'ZN'},2
4w74_D,{'ZN'},2
4w76_B,{'CU'},2
4w78_E,{'CA'},4
4w7c_B,{'CU'},2
4w7c_D,{'CU'},2
4w7d_A,{'CU'},2
4w7e_A,{'CU'},2
4w7f_A,{'CU'},2
4w7r_A,{'CU'},2
4w7r_C,{'CU'},2
4w8l_A,{'CA'},3
4w8y_A,"{'ZN', 'MN'}",3
4w8y_B,"{'ZN', 'MN'}",3
4w9m_C,{'MG'},4
4w9m_E,{'MG'},4
4w9m_K,{'MG'},4
4w9z_A,{'CU'},3
4wa0_A,{'MG'},1
4wa3_A,{'CA'},4
4wa4_A,{'CA'},4
4wa6_A,{'ZN'},1
4wa6_C,{'ZN'},1
4wa6_D,{'ZN'},1
4wa6_E,{'ZN'},1
4wa6_G,{'ZN'},1
4wa6_H,{'ZN'},1
4wai_A,{'ZN'},5
4waj_A,{'ZN'},1
4waj_B,{'ZN'},1
4wak_A,{'ZN'},1
4wak_B,{'ZN'},1
4wam_A,{'ZN'},1
4wam_B,{'ZN'},1
4wb2_C,{'CA'},5
4wb5_A,{'MG'},3
4wb6_B,{'MG'},3
4wb7_A,{'ZN'},4
4wb8_A,{'MG'},3
4wbc_A,{'SO4'},4
4wbn_D,{'CA'},5
4wbn_F,{'MG'},1
4wbq_A,{'CA'},2
4wbq_B,{'CA'},2
4wbr_D,{'CU'},4
4wcj_A,{'ZN'},2
4wcl_A,{'ZN'},5
4wcm_A,{'ZN'},5
4wcn_A,{'ZN'},5
4wco_A,{'ZN'},1
4wcu_A,{'ZN'},1
4wcu_B,{'ZN'},1
4wcu_C,{'ZN'},1
4wcw_D,{'MG'},5
4wd1_A,{'CA'},3
4wd6_A,{'ZN'},2
4wd6_B,{'ZN'},2
4wef_A,{'CA'},5
4weq_A,{'SO4'},2
4wes_B,{'FE2'},2
4wf5_B,{'CU'},1
4wf6_A,{'ZN'},1
4wf7_A,"{'CA', 'MG'}",4
4wf8_A,{'ZN'},5
4wfj_A,{'CA'},6
4wfo_A,{'MN'},4
4wgk_A,"{'CA', 'PO4', 'ZN'}",5
4wgk_B,"{'CA', 'PO4', 'ZN'}",5
4wgx_A,{'CO'},6
4wh3_A,{'MG'},3
4wh5_A,{'MG'},6
4wh8_A,{'ZN'},5
4wha_A,{'FE'},4
4whb_A,{'ZN'},6
4wi0_B,{'CA'},1
4wi1_A,{'MG'},6
4wie_A,{'MN'},3
4wif_A,{'ZN'},6
4wig_A,{'ZN'},6
4wiw_D,{'CA'},3
4wj8_A,{'MG'},5
4wjb_A,{'ZN'},3
4wjb_B,{'ZN'},3
4wjb_D,{'ZN'},3
4wjk_A,{'CA'},6
4wjk_B,"{'CA', 'MG'}",1
4wjy_A,{'CA'},3
4wk0_A,{'CA'},6
4wk0_B,"{'CA', 'MG'}",1
4wk1_A,{'CA'},1
4wk2_A,{'CA'},6
4wk2_B,"{'CA', 'MG'}",1
4wk4_B,"{'CA', 'MG'}",1
4wke_A,"{'CA', 'ZN'}",6
4wki_A,"{'CA', 'ZN'}",6
4wkk_A,{'CA'},4
4wkx_A,{'CU'},2
4wkz_A,{'CA'},1
4wlm_A,{'MN'},5
4wlm_B,{'MN'},5
4wma_A,{'MN'},5
4wmq_A,{'CA'},5
4wmq_B,{'CA'},5
4wmr_A,{'ZN'},4
4wmv_A,{'MG'},5
4wnb_A,{'CA'},4
4wni_B,{'ZN'},4
4wnt_A,{'ZN'},2
4wnt_B,{'ZN'},2
4wnu_A,{'ZN'},2
4wnu_B,{'ZN'},2
4wnu_C,{'ZN'},2
4wnu_D,{'ZN'},2
4wnv_A,{'ZN'},2
4wnv_B,{'ZN'},2
4wnv_C,{'ZN'},2
4wnv_D,{'ZN'},2
4wnx_A,{'CA'},2
4wp8_A,{'MN'},3
4wp8_B,{'MN'},3
4wp9_A,"{'CA', 'MG'}",3
4wp9_B,"{'CA', 'MG'}",3
4wpa_A,{'CA'},3
4wpa_B,{'CA'},3
4wpv_A,"{'PO4', 'ZN'}",3
4wq4_A,{'FE'},3
4wq5_B,"{'MG', 'FE'}",3
4wqq_A,{'CA'},1
4wr2_A,{'CA'},3
4wr9_A,{'CA'},3
4wrd_A,{'CA'},1
4wre_A,{'CA'},3
4wrf_A,{'CA'},3
4wrk_D,{'MG'},3
4wrr_A,{'MG'},1
4wrr_B,{'MG'},1
4wrr_C,{'MG'},1
4wrr_D,{'MG'},1
4wsq_A,{'ZN'},3
4wtf_A,{'MN'},3
4wth_B,{'ZN'},4
4wtj_A,{'MN'},3
4wtq_A,{'CU'},2
4wuo_A,{'MN'},6
4wut_A,{'CA'},5
4wuy_A,{'ZN'},1
4wv8_B,"{'CA', 'MN'}",4
4wv8_C,"{'CA', 'MN'}",4
4wv8_D,"{'CA', 'MN'}",4
4wvo_B,{'MG'},3
4wvs_A,{'ZN'},2
4wvz_D,{'FE2'},1
4ww0_A,{'ZN'},2
4ww0_B,{'ZN'},2
4ww0_C,{'ZN'},2
4ww9_A,{'MG'},2
4wwd_A,{'CO'},6
4wwj_A,{'FE'},3
4wwl_A,{'ZN'},2
4wwy_B,{'CA'},2
4wxq_A,{'CA'},4
4wxs_A,{'CA'},4
4wxv_A,{'CA'},2
4wxw_A,{'MG'},6
4wyl_A,{'MN'},3
4wz6_A,{'MG'},4
4wz9_A,{'ZN'},1
4wz9_B,"{'ZN', 'CU'}",1
4wzc_A,{'FE'},5
4wzf_B,{'CA'},4
4wzi_A,{'ZN'},4
4wzi_B,{'ZN'},4
4wzm_A,{'MN'},3
4wzq_A,{'MN'},3
4wzx_A,{'CO'},3
4x04_A,{'MG'},1
4x08_B,{'SO4'},4
4x09_A,{'SO4'},4
4x0n_A,{'CA'},6
4x0u_D,{'MG'},2
4x1b_A,{'FE'},3
4x27_A,{'CU'},4
4x29_A,{'ZN'},4
4x2a_B,{'ZN'},3
4x2b_A,{'MG'},3
4x2t_A,{'ZN'},4
4x2t_B,{'ZN'},4
4x2t_F,{'ZN'},4
4x2t_L,{'ZN'},4
4x2z_A,{'ZN'},4
4x33_A,{'FE'},6
4x36_A,{'ZN'},4
4x3g_A,{'ZN'},1
4x3n_A,{'CA'},6
4x3n_B,{'CA'},6
4x3n_C,{'CA'},6
4x3o_A,{'ZN'},1
4x3p_A,{'ZN'},1
4x3r_A,"{'CA', 'ZN'}",5
4x4v_A,{'MG'},2
4x58_A,{'MG'},4
4x59_B,{'MG'},4
4x5c_A,{'MG'},4
4x5c_B,{'MG'},4
4x5e_A,{'MG'},4
4x5e_B,{'MG'},4
4x5s_A,{'ZN'},4
4x5v_A,{'MG'},1
4x6u_A,"{'CA', 'ZN'}",3
4x6z_2,{'MG'},1
4x6z_Q,{'MG'},6
4x6z_S,{'MG'},6
4x6z_Y,{'MG'},6
4x71_A,"{'CA', 'ZN'}",3
4x7b_A,"{'CA', 'ZN'}",3
4x7u_A,{'MG'},2
4x7v_A,{'MG'},2
4x7z_B,{'MG'},2
4x85_A,"{'CA', 'ZN'}",3
4x8b_A,"{'CA', 'FE'}",1
4x8i_A,"{'CO', 'ZN'}",3
4x8i_B,"{'CO', 'ZN'}",3
4x8l_A,{'MG'},3
4x8o_A,{'MG'},3
4x8s_H,{'CA'},2
4x8u_H,{'CA'},2
4x9p_A,{'CA'},1
4xaf_A,{'ZN'},4
4xag_A,{'ZN'},4
4xat_A,{'CA'},4
4xay_A,{'ZN'},4
4xb6_C,{'ZN'},1
4xb6_D,{'ZN'},3
4xba_B,{'ZN'},4
4xbg_G,{'PO4'},1
4xbh_A,{'ZN'},2
4xc5_A,{'MG'},4
4xch_A,{'ZN'},5
4xco_A,{'MG'},4
4xd3_G,{'ZN'},4
4xd4_A,{'ZN'},4
4xd5_A,{'ZN'},4
4xd6_A,{'ZN'},4
4xdd_A,{'MG'},6
4xdq_A,{'CA'},4
4xdt_A,{'MG'},2
4xdy_A,{'MG'},5
4xdz_B,{'MG'},5
4xe8_A,{'MG'},3
4xed_A,{'CA'},1
4xeo_A,{'MG'},3
4xeo_B,{'MG'},3
4xer_A,{'CA'},4
4xeu_A,{'CA'},2
4xfw_A,{'ZN'},4
4xga_A,{'CA'},5
4xgl_A,{'ZN'},1
4xgm_A,{'ZN'},1
4xgq_A,{'MG'},2
4xgr_A,{'MG'},2
4xgv_A,{'CA'},2
4xgv_B,{'CA'},2
4xgv_C,{'CA'},2
4xgv_D,{'CA'},2
4xgw_A,{'CA'},2
4xgw_B,{'CA'},2
4xgw_C,{'CA'},2
4xgw_D,{'CA'},2
4xgx_A,{'MG'},2
4xgx_B,{'MG'},2
4xhe_B,{'CA'},3
4xhn_A,{'MG'},3
4xhu_A,{'CA'},3
4xhz_A,{'CA'},3
4xi6_A,{'ZN'},4
4xi7_A,{'ZN'},4
4xia_A,{'MG'},6
4xiu_A,{'MG'},5
4xiw_C,{'ZN'},4
4xiy_A,"{'MG', 'FE'}",5
4xj3_A,{'MG'},3
4xj4_A,{'MG'},3
4xj5_A,{'MG'},3
4xj6_A,{'MG'},3
4xj7_A,{'MG'},4
4xjq_A,{'CA'},5
4xjq_B,{'CA'},5
4xjr_A,{'CA'},5
4xjr_B,{'CA'},5
4xkl_D,{'ZN'},6
4xkm_A,{'MN'},5
4xl1_A,{'CA'},3
4xl1_D,{'CA'},3
4xlg_A,{'ZN'},6
4xli_A,{'ZN'},3
4xlv_A,{'MG'},3
4xm5_A,{'ZN'},6
4xm6_A,{'ZN'},1
4xm7_A,{'ZN'},1
4xm8_A,{'ZN'},1
4xmt_A,{'ZN'},6
4xnk_A,{'CA'},6
4xnl_A,{'CA'},6
4xnv_A,{'ZN'},3
4xnw_C,{'ZN'},3
4xo4_A,{'ZN'},6
4xpi_B,{'CA'},4
4xpn_A,"{'PO4', 'MN'}",6
4xpw_A,{'FE2'},2
4xpx_A,{'FE2'},2
4xpy_A,{'FE2'},2
4xpz_A,{'MG'},2
4xq1_A,{'FE'},2
4xr8_H,{'ZN'},4
4xri_A,{'SO4'},3
4xrv_A,{'ZN'},5
4xrv_B,{'ZN'},5
4xry_A,{'ZN'},2
4xry_B,{'ZN'},2
4xry_C,{'ZN'},2
4xry_D,{'ZN'},2
4xrz_B,{'ZN'},2
4xsl_C,{'MN'},5
4xtr_A,{'ZN'},5
4xtr_B,{'ZN'},5
4xuc_A,{'MG'},2
4xuk_A,{'ZN'},6
4xul_A,{'MG'},4
4xup_A,{'CA'},4
4xup_B,{'CA'},4
4xup_D,{'CA'},4
4xup_F,{'CA'},4
4xus_A,{'MG'},1
4xvq_A,{'MG'},3
4xvr_A,"{'CA', 'MG'}",3
4xvu_A,{'ZN'},5
4xvu_B,{'ZN'},5
4xvu_G,{'ZN'},5
4xvu_H,{'ZN'},5
4xvy_A,{'MG'},2
4xvz_A,{'MG'},2
4xvz_B,{'MG'},2
4xvz_C,{'MG'},2
4xvz_D,{'MG'},2
4xwl_A,{'CA'},1
4xwo_A,{'ZN'},5
4xwo_B,{'ZN'},5
4xwo_G,{'ZN'},5
4xwo_H,{'ZN'},5
4xwo_M,{'ZN'},5
4xwo_N,{'ZN'},5
4xwo_S,{'ZN'},5
4xwo_T,"{'ZN', 'MG'}",5
4xww_A,"{'ZN', 'MN'}",6
4xxa_A,"{'CA', 'MN'}",4
4xxa_B,"{'CA', 'MN'}",4
4xxb_B,{'ZN'},4
4xxf_A,{'ZN'},6
4xxo_A,{'ZN'},4
4xxo_B,{'ZN'},4
4xxp_A,{'MG'},4
4xxw_A,{'CA'},4
4xy2_A,{'ZN'},2
4xy2_B,{'ZN'},2
4xyd_A,"{'CA', 'FE'}",4
4xyd_B,"{'CA', 'CU'}",6
4xym_B,{'CA'},3
4xz3_D,{'MG'},3
4xz5_A,{'ZN'},4
4xz6_A,{'CA'},1
4xzp_A,{'CA'},2
4xzu_A,{'MG'},1
4xzu_F,{'MG'},1
4xzu_M,{'MG'},3
4xzw_A,{'CA'},6
4y0e_A,{'FE'},3
4y0e_B,{'FE'},3
4y0e_C,{'FE'},3
4y0e_D,{'FE'},3
4y0e_E,{'FE'},3
4y0e_G,{'FE'},3
4y0e_H,{'FE'},3
4y0x_A,"{'ZN', 'MG'}",1
4y1p_A,{'MG'},6
4y1s_A,{'CA'},1
4y1t_A,{'CA'},1
4y28_B,{'CA'},1
4y2l_F,{'CA'},2
4y2w_A,{'PO4'},4
4y55_A,{'CA'},3
4y5q_A,{'CA'},3
4y5r_B,{'CA'},1
