pdbid,labels,mebi_pred
4f2z_A,9,0.4
4f31_B,0,0.66
4f31_B,1,0.05
4f31_B,2,0.33
4f31_B,3,0.0
4f31_B,4,0.0
4f31_B,5,0.08
4f31_B,6,0.0
4f31_B,7,0.0
4f31_B,8,0.0
4f31_B,9,0.79
4f38_A,0,0.0
4f38_A,1,0.01
4f38_A,2,0.0
4f38_A,3,0.0
4f38_A,4,0.0
4f38_A,5,0.84
4f38_A,6,0.0
4f38_A,7,0.0
4f38_A,8,0.0
4f38_A,9,0.1
4f3a_A,0,0.28
4f3a_A,1,0.35
4f3a_A,2,0.44
4f3a_A,3,0.61
4f3a_A,4,0.61
4f3a_A,5,0.31
4f3a_A,6,0.42
4f3a_A,7,0.42
4f3a_A,8,0.42
4f3a_A,9,0.41
4f3d_A,0,0.28
4f3d_A,1,0.35
4f3d_A,2,0.44
4f3d_A,3,0.61
4f3d_A,4,0.61
4f3d_A,5,0.31
4f3d_A,6,0.42
4f3d_A,7,0.42
4f3d_A,8,0.42
4f3d_A,9,0.41
4f3o_A,0,0.39
4f3o_A,1,0.21
4f3o_A,2,0.0
4f3o_A,3,0.0
4f3o_A,4,0.0
4f3o_A,5,0.67
4f3o_A,6,0.83
4f3o_A,7,0.83
4f3o_A,8,0.83
4f3o_A,9,0.52
4f3r_B,0,0.18
4f3r_B,1,0.36
4f3r_B,2,0.07
4f3r_B,3,0.44
4f3r_B,4,0.44
4f3r_B,5,0.4
4f3r_B,6,0.31
4f3r_B,7,0.31
4f3r_B,8,0.31
4f3r_B,9,0.08
4f3w_B,0,0.24
4f3w_B,1,0.29
4f3w_B,2,0.33
4f3w_B,3,0.03
4f3w_B,4,0.03
4f3w_B,5,0.21
4f3w_B,6,0.08
4f3w_B,7,0.08
4f3w_B,8,0.08
4f3w_B,9,0.58
4f4u_A,0,0.14
4f4u_A,1,0.18
4f4u_A,2,0.57
4f4u_A,3,0.01
4f4u_A,4,0.01
4f4u_A,5,0.13
4f4u_A,6,0.05
4f4u_A,7,0.05
4f4u_A,8,0.05
4f4u_A,9,0.62
4f4u_B,0,0.14
4f4u_B,1,0.18
4f4u_B,2,0.57
4f4u_B,3,0.01
4f4u_B,4,0.01
4f4u_B,5,0.14
4f4u_B,6,0.05
4f4u_B,7,0.05
4f4u_B,8,0.05
4f4u_B,9,0.62
4f4w_A,0,0.7
4f4w_A,1,0.36
4f4w_A,2,0.02
4f4w_A,3,0.01
4f4w_A,4,0.01
4f4w_A,5,0.61
4f4w_A,6,0.77
4f4w_A,7,0.77
4f4w_A,8,0.77
4f4w_A,9,0.28
4f4y_A,0,0.7
4f4y_A,1,0.46
4f4y_A,2,0.02
4f4y_A,3,0.02
4f4y_A,4,0.02
4f4y_A,5,0.6
4f4y_A,6,0.79
4f4y_A,7,0.79
4f4y_A,8,0.79
4f4y_A,9,0.2
4f4z_A,0,0.77
4f4z_A,1,0.4
4f4z_A,2,0.01
4f4z_A,3,0.03
4f4z_A,4,0.03
4f4z_A,5,0.67
4f4z_A,6,0.9
4f4z_A,7,0.9
4f4z_A,8,0.9
4f4z_A,9,0.07
4f50_A,0,0.7
4f50_A,1,0.35
4f50_A,2,0.02
4f50_A,3,0.01
4f50_A,4,0.01
4f50_A,5,0.61
4f50_A,6,0.78
4f50_A,7,0.78
4f50_A,8,0.78
4f50_A,9,0.28
4f52_B,0,0.0
4f52_B,1,0.09
4f52_B,2,0.15
4f52_B,3,0.0
4f52_B,4,0.0
4f52_B,5,0.0
4f52_B,6,0.0
4f52_B,7,0.0
4f52_B,8,0.0
4f52_B,9,0.97
4f53_A,0,0.41
4f53_A,1,0.5
4f53_A,2,0.21
4f53_A,3,0.04
4f53_A,4,0.04
4f53_A,5,0.22
4f53_A,6,0.16
4f53_A,7,0.16
4f53_A,8,0.16
4f53_A,9,0.42
4f5a_A,0,0.1
4f5a_A,1,0.3
4f5a_A,2,0.0
4f5a_A,3,0.01
4f5a_A,4,0.01
4f5a_A,5,0.16
4f5a_A,6,0.52
4f5a_A,7,0.52
4f5a_A,8,0.52
4f5a_A,9,0.2
4f5d_A,0,0.42
4f5d_A,1,0.31
4f5d_A,2,0.25
4f5d_A,3,0.03
4f5d_A,4,0.03
4f5d_A,5,0.47
4f5d_A,6,0.21
4f5d_A,7,0.21
4f5d_A,8,0.21
4f5d_A,9,0.47
4f5p_A,0,0.45
4f5p_A,1,0.01
4f5p_A,2,0.0
4f5p_A,3,0.0
4f5p_A,4,0.0
4f5p_A,5,0.93
4f5p_A,6,1.0
4f5p_A,7,1.0
4f5p_A,8,1.0
4f5p_A,9,0.0
4f5q_A,0,0.45
4f5q_A,1,0.01
4f5q_A,2,0.0
4f5q_A,3,0.0
4f5q_A,4,0.0
4f5q_A,5,0.93
4f5q_A,6,1.0
4f5q_A,7,1.0
4f5q_A,8,1.0
4f5q_A,9,0.0
4f5r_B,0,0.45
4f5r_B,1,0.01
4f5r_B,2,0.0
4f5r_B,3,0.0
4f5r_B,4,0.0
4f5r_B,5,0.93
4f5r_B,6,1.0
4f5r_B,7,1.0
4f5r_B,8,1.0
4f5r_B,9,0.0
4f5w_A,0,0.43
4f5w_A,1,0.32
4f5w_A,2,0.25
4f5w_A,3,0.03
4f5w_A,4,0.03
4f5w_A,5,0.47
4f5w_A,6,0.21
4f5w_A,7,0.21
4f5w_A,8,0.21
4f5w_A,9,0.47
4f6e_A,0,0.03
4f6e_A,1,0.54
4f6e_A,2,0.0
4f6e_A,3,0.83
4f6e_A,4,0.83
4f6e_A,5,0.0
4f6e_A,6,1.0
4f6e_A,7,1.0
4f6e_A,8,1.0
4f6e_A,9,0.4
4f6h_A,0,0.55
4f6h_A,1,0.1
4f6h_A,2,0.0
4f6h_A,3,0.71
4f6h_A,4,0.71
4f6h_A,5,0.54
4f6h_A,6,0.0
4f6h_A,7,0.0
4f6h_A,8,0.0
4f6h_A,9,0.33
4f6z_A,0,0.55
4f6z_A,1,0.1
4f6z_A,2,0.0
4f6z_A,3,0.71
4f6z_A,4,0.71
4f6z_A,5,0.51
4f6z_A,6,0.0
4f6z_A,7,0.0
4f6z_A,8,0.0
4f6z_A,9,0.33
4f71_B,0,0.34
4f71_B,1,0.31
4f71_B,2,0.21
4f71_B,3,0.38
4f71_B,4,0.38
4f71_B,5,0.43
4f71_B,6,0.2
4f71_B,7,0.2
4f71_B,8,0.2
4f71_B,9,0.35
4f72_A,0,0.36
4f72_A,1,0.32
4f72_A,2,0.2
4f72_A,3,0.42
4f72_A,4,0.42
4f72_A,5,0.34
4f72_A,6,0.14
4f72_A,7,0.14
4f72_A,8,0.14
4f72_A,9,0.36
4f72_B,0,0.36
4f72_B,1,0.32
4f72_B,2,0.2
4f72_B,3,0.42
4f72_B,4,0.42
4f72_B,5,0.35
4f72_B,6,0.14
4f72_B,7,0.14
4f72_B,8,0.14
4f72_B,9,0.35
4f78_A,0,0.37
4f78_A,1,0.3
4f78_A,2,0.28
4f78_A,3,0.03
4f78_A,4,0.03
4f78_A,5,0.45
4f78_A,6,0.15
4f78_A,7,0.15
4f78_A,8,0.15
4f78_A,9,0.44
4f7o_A,0,0.45
4f7o_A,1,0.3
4f7o_A,2,0.99
4f7o_A,3,0.14
4f7o_A,4,0.14
4f7o_A,5,0.19
4f7o_A,6,0.1
4f7o_A,7,0.1
4f7o_A,8,0.1
4f7o_A,9,0.52
4f7x_A,0,0.87
4f7x_A,1,0.29
4f7x_A,2,0.19
4f7x_A,3,0.03
4f7x_A,4,0.03
4f7x_A,5,0.02
4f7x_A,6,0.01
4f7x_A,7,0.01
4f7x_A,8,0.01
4f7x_A,9,0.06
4f83_A,0,0.65
4f83_A,1,0.44
4f83_A,2,0.17
4f83_A,3,0.11
4f83_A,4,0.11
4f83_A,5,0.45
4f83_A,6,0.51
4f83_A,7,0.51
4f83_A,8,0.51
4f83_A,9,0.32
4f86_A,0,0.38
4f86_A,1,0.41
4f86_A,2,0.0
4f86_A,3,0.0
4f86_A,4,0.0
4f86_A,5,0.61
4f86_A,6,0.76
4f86_A,7,0.76
4f86_A,8,0.76
4f86_A,9,0.38
4f86_B,0,0.38
4f86_B,1,0.41
4f86_B,2,0.0
4f86_B,3,0.0
4f86_B,4,0.0
4f86_B,5,0.61
4f86_B,6,0.76
4f86_B,7,0.76
4f86_B,8,0.76
4f86_B,9,0.38
4f86_D,0,0.38
4f86_D,1,0.41
4f86_D,2,0.0
4f86_D,3,0.0
4f86_D,4,0.0
4f86_D,5,0.61
4f86_D,6,0.76
4f86_D,7,0.76
4f86_D,8,0.76
4f86_D,9,0.38
4f86_E,0,0.38
4f86_E,1,0.41
4f86_E,2,0.0
4f86_E,3,0.0
4f86_E,4,0.0
4f86_E,5,0.61
4f86_E,6,0.76
4f86_E,7,0.76
4f86_E,8,0.76
4f86_E,9,0.38
4f86_F,0,0.37
4f86_F,1,0.43
4f86_F,2,0.0
4f86_F,3,0.02
4f86_F,4,0.02
4f86_F,5,0.61
4f86_F,6,0.76
4f86_F,7,0.76
4f86_F,8,0.76
4f86_F,9,0.38
4f86_G,0,0.39
4f86_G,1,0.42
4f86_G,2,0.0
4f86_G,3,0.0
4f86_G,4,0.0
4f86_G,5,0.61
4f86_G,6,0.76
4f86_G,7,0.76
4f86_G,8,0.76
4f86_G,9,0.36
4f86_H,0,0.37
4f86_H,1,0.45
4f86_H,2,0.0
4f86_H,3,0.0
4f86_H,4,0.0
4f86_H,5,0.6
4f86_H,6,0.78
4f86_H,7,0.78
4f86_H,8,0.78
4f86_H,9,0.38
4f86_L,0,0.4
4f86_L,1,0.42
4f86_L,2,0.0
4f86_L,3,0.0
4f86_L,4,0.0
4f86_L,5,0.61
4f86_L,6,0.76
4f86_L,7,0.76
4f86_L,8,0.76
4f86_L,9,0.34
4f8b_B,0,0.36
4f8b_B,1,0.29
4f8b_B,2,0.6
4f8b_B,3,0.18
4f8b_B,4,0.18
4f8b_B,5,0.29
4f8b_B,6,0.04
4f8b_B,7,0.04
4f8b_B,8,0.04
4f8b_B,9,0.49
4f8e_A,0,0.29
4f8e_A,1,0.3
4f8e_A,2,0.25
4f8e_A,3,0.42
4f8e_A,4,0.42
4f8e_A,5,0.33
4f8e_A,6,0.17
4f8e_A,7,0.17
4f8e_A,8,0.17
4f8e_A,9,0.43
4f8e_B,0,0.27
4f8e_B,1,0.33
4f8e_B,2,0.35
4f8e_B,3,0.43
4f8e_B,4,0.43
4f8e_B,5,0.27
4f8e_B,6,0.14
4f8e_B,7,0.14
4f8e_B,8,0.14
4f8e_B,9,0.47
4f8m_A,0,0.83
4f8m_A,1,0.33
4f8m_A,2,0.21
4f8m_A,3,0.03
4f8m_A,4,0.03
4f8m_A,5,0.04
4f8m_A,6,0.02
4f8m_A,7,0.02
4f8m_A,8,0.02
4f8m_A,9,0.09
4f99_A,0,0.21
4f99_A,1,0.28
4f99_A,2,0.18
4f99_A,3,0.36
4f99_A,4,0.36
4f99_A,5,0.56
4f99_A,6,0.29
4f99_A,7,0.29
4f99_A,8,0.29
4f99_A,9,0.48
4f99_B,0,0.53
4f99_B,1,0.37
4f99_B,2,0.24
4f99_B,3,0.06
4f99_B,4,0.06
4f99_B,5,0.33
4f99_B,6,0.07
4f99_B,7,0.07
4f99_B,8,0.07
4f99_B,9,0.47
4f9a_C,0,0.23
4f9a_C,1,0.28
4f9a_C,2,0.18
4f9a_C,3,0.36
4f9a_C,4,0.36
4f9a_C,5,0.56
4f9a_C,6,0.29
4f9a_C,7,0.29
4f9a_C,8,0.29
4f9a_C,9,0.48
4f9c_B,0,0.53
4f9c_B,1,0.37
4f9c_B,2,0.24
4f9c_B,3,0.05
4f9c_B,4,0.05
4f9c_B,5,0.33
4f9c_B,6,0.07
4f9c_B,7,0.07
4f9c_B,8,0.07
4f9c_B,9,0.47
4f9d_A,0,0.47
4f9d_A,1,0.31
4f9d_A,2,0.17
4f9d_A,3,0.6
4f9d_A,4,0.6
4f9d_A,5,0.54
4f9d_A,6,0.42
4f9d_A,7,0.42
4f9d_A,8,0.42
4f9d_A,9,0.46
4f9j_A,0,0.48
4f9j_A,1,0.32
4f9j_A,2,0.17
4f9j_A,3,0.6
4f9j_A,4,0.6
4f9j_A,5,0.55
4f9j_A,6,0.42
4f9j_A,7,0.42
4f9j_A,8,0.42
4f9j_A,9,0.46
4f9u_A,0,0.1
4f9u_A,1,0.33
4f9u_A,2,0.33
4f9u_A,3,0.23
4f9u_A,4,0.23
4f9u_A,5,0.36
4f9u_A,6,0.04
4f9u_A,7,0.04
4f9u_A,8,0.04
4f9u_A,9,0.67
4f9u_B,0,0.12
4f9u_B,1,0.28
4f9u_B,2,0.31
4f9u_B,3,0.23
4f9u_B,4,0.23
4f9u_B,5,0.46
4f9u_B,6,0.03
4f9u_B,7,0.03
4f9u_B,8,0.03
4f9u_B,9,0.65
4f9v_A,0,0.13
4f9v_A,1,0.34
4f9v_A,2,0.34
4f9v_A,3,0.1
4f9v_A,4,0.1
4f9v_A,5,0.39
4f9v_A,6,0.05
4f9v_A,7,0.05
4f9v_A,8,0.05
4f9v_A,9,0.62
4f9v_B,0,0.12
4f9v_B,1,0.27
4f9v_B,2,0.31
4f9v_B,3,0.1
4f9v_B,4,0.1
4f9v_B,5,0.47
4f9v_B,6,0.03
4f9v_B,7,0.03
4f9v_B,8,0.03
4f9v_B,9,0.6
4fa4_B,0,0.71
4fa4_B,1,0.06
4fa4_B,2,0.23
4fa4_B,3,0.92
4fa4_B,4,0.92
4fa4_B,5,0.28
4fa4_B,6,0.56
4fa4_B,7,0.56
4fa4_B,8,0.56
4fa4_B,9,0.31
4fa7_A,0,0.17
4fa7_A,1,0.22
4fa7_A,2,1.0
4fa7_A,3,0.69
4fa7_A,4,0.69
4fa7_A,5,0.42
4fa7_A,6,0.23
4fa7_A,7,0.23
4fa7_A,8,0.23
4fa7_A,9,0.51
4faa_A,0,0.17
4faa_A,1,0.2
4faa_A,2,1.0
4faa_A,3,0.7
4faa_A,4,0.7
4faa_A,5,0.41
4faa_A,6,0.2
4faa_A,7,0.2
4faa_A,8,0.2
4faa_A,9,0.53
4fag_A,0,0.12
4fag_A,1,0.36
4fag_A,2,0.55
4fag_A,3,0.6
4fag_A,4,0.6
4fag_A,5,0.19
4fag_A,6,0.38
4fag_A,7,0.38
4fag_A,8,0.38
4fag_A,9,0.39
4fah_A,0,0.13
4fah_A,1,0.33
4fah_A,2,0.57
4fah_A,3,0.6
4fah_A,4,0.6
4fah_A,5,0.15
4fah_A,6,0.4
4fah_A,7,0.4
4fah_A,8,0.4
4fah_A,9,0.39
4fai_A,0,0.08
4fai_A,1,0.42
4fai_A,2,0.24
4fai_A,3,0.76
4fai_A,4,0.76
4fai_A,5,0.19
4fai_A,6,0.34
4fai_A,7,0.34
4fai_A,8,0.34
4fai_A,9,0.51
4fai_B,0,0.08
4fai_B,1,0.43
4fai_B,2,0.25
4fai_B,3,0.76
4fai_B,4,0.76
4fai_B,5,0.19
4fai_B,6,0.34
4fai_B,7,0.34
4fai_B,8,0.34
4fai_B,9,0.51
4faj_A,0,0.47
4faj_A,1,0.27
4faj_A,2,0.14
4faj_A,3,0.0
4faj_A,4,0.0
4faj_A,5,0.56
4faj_A,6,0.17
4faj_A,7,0.17
4faj_A,8,0.17
4faj_A,9,0.36
4fak_A,0,0.24
4fak_A,1,0.13
4fak_A,2,0.02
4fak_A,3,0.13
4fak_A,4,0.13
4fak_A,5,0.27
4fak_A,6,0.02
4fak_A,7,0.02
4fak_A,8,0.02
4fak_A,9,0.2
4fbe_A,0,0.08
4fbe_A,1,0.44
4fbe_A,2,0.26
4fbe_A,3,0.75
4fbe_A,4,0.75
4fbe_A,5,0.2
4fbe_A,6,0.34
4fbe_A,7,0.34
4fbe_A,8,0.34
4fbe_A,9,0.52
4fbe_B,0,0.08
4fbe_B,1,0.44
4fbe_B,2,0.26
4fbe_B,3,0.75
4fbe_B,4,0.75
4fbe_B,5,0.19
4fbe_B,6,0.34
4fbe_B,7,0.34
4fbe_B,8,0.34
4fbe_B,9,0.52
4fbf_A,0,0.12
4fbf_A,1,0.37
4fbf_A,2,0.57
4fbf_A,3,0.59
4fbf_A,4,0.59
4fbf_A,5,0.17
4fbf_A,6,0.39
4fbf_A,7,0.39
4fbf_A,8,0.39
4fbf_A,9,0.38
4fbk_A,0,0.03
4fbk_A,1,0.55
4fbk_A,2,0.53
4fbk_A,3,0.14
4fbk_A,4,0.14
4fbk_A,5,0.25
4fbk_A,6,0.62
4fbk_A,7,0.62
4fbk_A,8,0.62
4fbk_A,9,0.36
4fbk_B,0,0.03
4fbk_B,1,0.55
4fbk_B,2,0.53
4fbk_B,3,0.14
4fbk_B,4,0.14
4fbk_B,5,0.25
4fbk_B,6,0.62
4fbk_B,7,0.62
4fbk_B,8,0.62
4fbk_B,9,0.36
4fbq_A,0,0.14
4fbq_A,1,0.52
4fbq_A,2,0.6
4fbq_A,3,0.43
4fbq_A,4,0.43
4fbq_A,5,0.14
4fbq_A,6,0.66
4fbq_A,7,0.66
4fbq_A,8,0.66
4fbq_A,9,0.47
4fbq_B,0,0.03
4fbq_B,1,0.55
4fbq_B,2,0.44
4fbq_B,3,0.15
4fbq_B,4,0.15
4fbq_B,5,0.26
4fbq_B,6,0.62
4fbq_B,7,0.62
4fbq_B,8,0.62
4fbq_B,9,0.36
4fbw_A,0,0.16
4fbw_A,1,0.53
4fbw_A,2,0.55
4fbw_A,3,0.38
4fbw_A,4,0.38
4fbw_A,5,0.25
4fbw_A,6,0.63
4fbw_A,7,0.63
4fbw_A,8,0.63
4fbw_A,9,0.38
4fbw_B,0,0.16
4fbw_B,1,0.53
4fbw_B,2,0.55
4fbw_B,3,0.38
4fbw_B,4,0.38
4fbw_B,5,0.25
4fbw_B,6,0.63
4fbw_B,7,0.63
4fbw_B,8,0.63
4fbw_B,9,0.38
4fc5_C,0,0.35
4fc5_C,1,0.17
4fc5_C,2,0.05
4fc5_C,3,0.07
4fc5_C,4,0.07
4fc5_C,5,0.6
4fc5_C,6,0.81
4fc5_C,7,0.81
4fc5_C,8,0.81
4fc5_C,9,0.57
4fc8_A,0,0.2
4fc8_A,1,0.28
4fc8_A,2,0.19
4fc8_A,3,0.41
4fc8_A,4,0.41
4fc8_A,5,0.38
4fc8_A,6,0.1
4fc8_A,7,0.1
4fc8_A,8,0.1
4fc8_A,9,0.43
4fc8_B,0,0.16
4fc8_B,1,0.3
4fc8_B,2,0.13
4fc8_B,3,0.32
4fc8_B,4,0.32
4fc8_B,5,0.36
4fc8_B,6,0.1
4fc8_B,7,0.1
4fc8_B,8,0.1
4fc8_B,9,0.41
4fcn_A,0,0.81
4fcn_A,1,0.33
4fcn_A,2,0.85
4fcn_A,3,0.81
4fcn_A,4,0.81
4fcn_A,5,0.35
4fcn_A,6,0.11
4fcn_A,7,0.11
4fcn_A,8,0.11
4fcn_A,9,0.43
4fcs_A,0,0.81
4fcs_A,1,0.32
4fcs_A,2,0.85
4fcs_A,3,0.81
4fcs_A,4,0.81
4fcs_A,5,0.38
4fcs_A,6,0.11
4fcs_A,7,0.11
4fcs_A,8,0.11
4fcs_A,9,0.46
4fcx_A,0,0.1
4fcx_A,1,0.39
4fcx_A,2,0.48
4fcx_A,3,0.0
4fcx_A,4,0.0
4fcx_A,5,0.29
4fcx_A,6,0.58
4fcx_A,7,0.58
4fcx_A,8,0.58
4fcx_A,9,0.32
4fcx_B,0,0.05
4fcx_B,1,0.4
4fcx_B,2,0.35
4fcx_B,3,0.0
4fcx_B,4,0.0
4fcx_B,5,0.27
4fcx_B,6,0.6
4fcx_B,7,0.6
4fcx_B,8,0.6
4fcx_B,9,0.33
4fdi_A,0,0.64
4fdi_A,1,0.28
4fdi_A,2,0.34
4fdi_A,3,0.55
4fdi_A,4,0.55
4fdi_A,5,0.37
4fdi_A,6,0.25
4fdi_A,7,0.25
4fdi_A,8,0.25
4fdi_A,9,0.53
4fdj_A,0,0.64
4fdj_A,1,0.28
4fdj_A,2,0.34
4fdj_A,3,0.55
4fdj_A,4,0.55
4fdj_A,5,0.37
4fdj_A,6,0.25
4fdj_A,7,0.25
4fdj_A,8,0.25
4fdj_A,9,0.53
4fe3_A,0,0.37
4fe3_A,1,0.33
4fe3_A,2,0.3
4fe3_A,3,0.15
4fe3_A,4,0.15
4fe3_A,5,0.41
4fe3_A,6,0.43
4fe3_A,7,0.43
4fe3_A,8,0.43
4fe3_A,9,0.55
4fe8_C,0,0.58
4fe8_C,1,0.0
4fe8_C,2,0.0
4fe8_C,3,0.0
4fe8_C,4,0.0
4fe8_C,5,0.76
4fe8_C,6,0.0
4fe8_C,7,0.0
4fe8_C,8,0.0
4fe8_C,9,0.75
4fee_A,0,0.48
4fee_A,1,0.29
4fee_A,2,0.05
4fee_A,3,0.0
4fee_A,4,0.0
4fee_A,5,0.64
4fee_A,6,0.24
4fee_A,7,0.24
4fee_A,8,0.24
4fee_A,9,0.23
4fef_A,0,0.81
4fef_A,1,0.34
4fef_A,2,0.84
4fef_A,3,0.81
4fef_A,4,0.81
4fef_A,5,0.36
4fef_A,6,0.13
4fef_A,7,0.13
4fef_A,8,0.13
4fef_A,9,0.43
4ff9_B,0,0.16
4ff9_B,1,0.0
4ff9_B,2,1.0
4ff9_B,3,0.0
4ff9_B,4,0.0
4ff9_B,5,0.0
4ff9_B,6,0.0
4ff9_B,7,0.0
4ff9_B,8,0.0
4ff9_B,9,1.0
4ffb_A,0,0.05
4ffb_A,1,0.02
4ffb_A,2,0.0
4ffb_A,3,0.01
4ffb_A,4,0.01
4ffb_A,5,0.79
4ffb_A,6,0.01
4ffb_A,7,0.01
4ffb_A,8,0.01
4ffb_A,9,0.1
4ffb_B,0,0.48
4ffb_B,1,0.03
4ffb_B,2,0.0
4ffb_B,3,0.0
4ffb_B,4,0.0
4ffb_B,5,0.71
4ffb_B,6,0.22
4ffb_B,7,0.22
4ffb_B,8,0.22
4ffb_B,9,0.36
4ffd_A,0,0.35
4ffd_A,1,0.41
4ffd_A,2,0.12
4ffd_A,3,0.58
4ffd_A,4,0.58
4ffd_A,5,0.18
4ffd_A,6,0.32
4ffd_A,7,0.32
4ffd_A,8,0.32
4ffd_A,9,0.27
4ffk_A,0,0.15
4ffk_A,1,0.33
4ffk_A,2,0.0
4ffk_A,3,0.7
4ffk_A,4,0.7
4ffk_A,5,0.56
4ffk_A,6,0.86
4ffk_A,7,0.86
4ffk_A,8,0.86
4ffk_A,9,0.38
4ffl_A,0,0.08
4ffl_A,1,0.26
4ffl_A,2,0.05
4ffl_A,3,0.17
4ffl_A,4,0.17
4ffl_A,5,0.6
4ffl_A,6,0.1
4ffl_A,7,0.1
4ffl_A,8,0.1
4ffl_A,9,0.35
4ffm_A,0,0.09
4ffm_A,1,0.27
4ffm_A,2,0.06
4ffm_A,3,0.19
4ffm_A,4,0.19
4ffm_A,5,0.6
4ffm_A,6,0.11
4ffm_A,7,0.11
4ffm_A,8,0.11
4ffm_A,9,0.35
4ffr_A,0,0.09
4ffr_A,1,0.26
4ffr_A,2,0.06
4ffr_A,3,0.18
4ffr_A,4,0.18
4ffr_A,5,0.6
4ffr_A,6,0.11
4ffr_A,7,0.11
4ffr_A,8,0.11
4ffr_A,9,0.35
4fgc_B,0,0.41
4fgc_B,1,0.31
4fgc_B,2,0.59
4fgc_B,3,0.18
4fgc_B,4,0.18
4fgc_B,5,0.28
4fgc_B,6,0.05
4fgc_B,7,0.05
4fgc_B,8,0.05
4fgc_B,9,0.5
4fgl_D,0,0.08
4fgl_D,1,0.11
4fgl_D,2,0.16
4fgl_D,3,0.02
4fgl_D,4,0.02
4fgl_D,5,0.18
4fgl_D,6,0.01
4fgl_D,7,0.01
4fgl_D,8,0.01
4fgl_D,9,0.96
4fgm_A,0,0.24
4fgm_A,1,0.24
4fgm_A,2,0.12
4fgm_A,3,0.05
4fgm_A,4,0.05
4fgm_A,5,0.58
4fgm_A,6,0.54
4fgm_A,7,0.54
4fgm_A,8,0.54
4fgm_A,9,0.48
4fgo_A,0,0.57
4fgo_A,1,0.42
4fgo_A,2,0.17
4fgo_A,3,0.25
4fgo_A,4,0.25
4fgo_A,5,0.31
4fgo_A,6,0.16
4fgo_A,7,0.16
4fgo_A,8,0.16
4fgo_A,9,0.23
4fgr_A,0,0.92
4fgr_A,1,0.03
4fgr_A,2,0.01
4fgr_A,3,0.0
4fgr_A,4,0.0
4fgr_A,5,0.17
4fgr_A,6,0.0
4fgr_A,7,0.0
4fgr_A,8,0.0
4fgr_A,9,0.0
4fh5_A,0,0.22
4fh5_A,1,0.27
4fh5_A,2,0.06
4fh5_A,3,0.47
4fh5_A,4,0.47
4fh5_A,5,0.59
4fh5_A,6,0.26
4fh5_A,7,0.26
4fh5_A,8,0.26
4fh5_A,9,0.22
4fhx_A,0,0.22
4fhx_A,1,0.27
4fhx_A,2,0.06
4fhx_A,3,0.47
4fhx_A,4,0.47
4fhx_A,5,0.59
4fhx_A,6,0.26
4fhx_A,7,0.26
4fhx_A,8,0.26
4fhx_A,9,0.22
4fhy_A,0,0.22
4fhy_A,1,0.27
4fhy_A,2,0.06
4fhy_A,3,0.47
4fhy_A,4,0.47
4fhy_A,5,0.58
4fhy_A,6,0.26
4fhy_A,7,0.26
4fhy_A,8,0.26
4fhy_A,9,0.22
4fi1_A,0,0.41
4fi1_A,1,0.28
4fi1_A,2,0.02
4fi1_A,3,0.03
4fi1_A,4,0.03
4fi1_A,5,0.59
4fi1_A,6,0.51
4fi1_A,7,0.51
4fi1_A,8,0.51
4fi1_A,9,0.28
4fi4_A,0,0.08
4fi4_A,1,0.31
4fi4_A,2,0.15
4fi4_A,3,0.58
4fi4_A,4,0.58
4fi4_A,5,0.63
4fi4_A,6,0.3
4fi4_A,7,0.3
4fi4_A,8,0.3
4fi4_A,9,0.34
4fil_A,0,0.27
4fil_A,1,0.39
4fil_A,2,0.33
4fil_A,3,0.46
4fil_A,4,0.46
4fil_A,5,0.37
4fil_A,6,0.07
4fil_A,7,0.07
4fil_A,8,0.07
4fil_A,9,0.58
4fip_A,0,0.09
4fip_A,1,0.22
4fip_A,2,0.16
4fip_A,3,0.6
4fip_A,4,0.6
4fip_A,5,0.36
4fip_A,6,0.01
4fip_A,7,0.01
4fip_A,8,0.01
4fip_A,9,0.93
4fip_D,0,0.01
4fip_D,1,0.19
4fip_D,2,0.24
4fip_D,3,0.0
4fip_D,4,0.0
4fip_D,5,0.04
4fip_D,6,0.02
4fip_D,7,0.02
4fip_D,8,0.02
4fip_D,9,0.85
4fip_E,0,0.09
4fip_E,1,0.22
4fip_E,2,0.16
4fip_E,3,0.61
4fip_E,4,0.61
4fip_E,5,0.38
4fip_E,6,0.01
4fip_E,7,0.01
4fip_E,8,0.01
4fip_E,9,0.93
4fip_H,0,0.02
4fip_H,1,0.17
4fip_H,2,0.24
4fip_H,3,0.0
4fip_H,4,0.0
4fip_H,5,0.01
4fip_H,6,0.02
4fip_H,7,0.02
4fip_H,8,0.02
4fip_H,9,0.88
4fix_A,0,0.64
4fix_A,1,0.32
4fix_A,2,0.31
4fix_A,3,0.04
4fix_A,4,0.04
4fix_A,5,0.43
4fix_A,6,0.66
4fix_A,7,0.66
4fix_A,8,0.66
4fix_A,9,0.46
4fjc_A,0,0.09
4fjc_A,1,0.24
4fjc_A,2,0.17
4fjc_A,3,0.61
4fjc_A,4,0.61
4fjc_A,5,0.38
4fjc_A,6,0.02
4fjc_A,7,0.02
4fjc_A,8,0.02
4fjc_A,9,0.93
4fjc_D,0,0.01
4fjc_D,1,0.18
4fjc_D,2,0.23
4fjc_D,3,0.0
4fjc_D,4,0.0
4fjc_D,5,0.01
4fjc_D,6,0.02
4fjc_D,7,0.02
4fjc_D,8,0.02
4fjc_D,9,0.88
4fjc_E,0,0.09
